And the genes of VP1 , NPA and NS1 shared 70.7–97.6 , 72.4–98.6 and 67.2–98.0 % nucleotide identities with other FBoVs , respectively .	And the genes of entity* VP1 *entity , entity* NPA *entity and entity* NS1 *entity entity* shared 70.7–97.6 , 72.4–98.6 and 67.2–98.0 % nucleotide identities with other FBoVs *entity , respectively .
The results suggested that the FBoVs could be divided into two distinct lineages , and the difference of nucleotide identities was > 20–30 % between the lineages .	The results suggested that the entity* FBoVs *entity could be entity* divided into two distinct lineages *entity , and the difference of nucleotide identities was > 20–30 % between the lineages .
More than 40 compounds have been formally licensed for clinical use as antiviral drugs , and half of these are used for the treatment of HIV infections .	More than 40 entity* compounds *entity have been formally licensed for clinical use as entity* antiviral drugs *entity , and half of these are used for the entity* treatment of HIV infections *entity .
The others have been approved for the therapy of herpesvirus ( HSV , VZV , CMV ) , hepadnavirus ( HBV ) , hepacivirus ( HCV ) and myxovirus ( influenza , RSV ) infections .	The others have been approved for the entity* therapy *entity of entity* herpesvirus *entity ( HSV , VZV , CMV ) , entity* hepadnavirus *entity ( HBV ) , entity* hepacivirus *entity ( HCV ) and entity* myxovirus *entity ( influenza , RSV ) infections .
New compounds are in clinical development or under preclinical evaluation , and , again , half of these are targeting HIV infections .	New entity* compounds *entity are in entity* clinical development *entity or under entity* preclinical evaluation *entity , and , again , half of these are entity* targeting HIV infections *entity .
HPV , HCV , hemorrhagic fever viruses ) remain in need of effective and/or improved antiviral therapies .	entity* HPV *entity , entity* HCV *entity , entity* hemorrhagic fever viruses *entity ) remain in need of effective and/or improved entity* antiviral therapies *entity .
Abstract Over 12 years have elapsed since severe acute respiratory syndrome ( SARS ) triggered the first global alert for coronavirus infections .	Abstract Over 12 years have elapsed since entity* severe acute respiratory syndrome ( SARS ) *entity entity* triggered the first global alert for coronavirus infections *entity .
Virus transmission in humans was quickly halted by public health measures and human infections of SARS coronavirus ( SARS - CoV ) have not been observed since .	entity* Virus transmission in humans was quickly halted *entity by entity* public health measures *entity and entity* human infections of SARS coronavirus ( SARS - CoV ) have not been observed since *entity .
However , other coronaviruses still pose a continuous threat to human health , as exemplified by the recent emergence of Middle East respiratory syndrome ( MERS ) in humans .	However , other entity* coronaviruses *entity still pose a continuous entity* threat to human health *entity , as exemplified by the recent entity* emergence of Middle East respiratory syndrome *entity ( MERS ) in humans .
The work on SARS - CoV widens our knowledge on the epidemiology , pathophysiology and immunology of coronaviruses and may shed light on MERS coronavirus ( MERS - CoV ) .	The entity* work on SARS - CoV *entity entity* widens our knowledge *entity on the entity* epidemiology *entity , entity* pathophysiology *entity and entity* immunology *entity of coronaviruses and may entity* shed light on MERS coronavirus ( MERS - CoV ) *entity .
It has been confirmed that T - cell immunity plays an important role in recovery from SARS - CoV infection .	It has been confirmed that entity* T - cell immunity *entity plays an important role in entity* recovery from SARS - CoV *entity infection .
Herein , we summarize T - cell immunological studies of SARS - CoV and discuss the potential cross - reactivity of the SARS - CoV - specific immunity against MERS - CoV , which may provide useful recommendations for the development of broad - spectrum vaccines against coronavirus infections .	Herein , we summarize T - cell immunological studies of SARS - CoV and discuss the potential entity* cross - reactivity of the SARS - CoV - specific immunity against MERS - CoV *entity , which may provide useful recommendations for the entity* development of broad - spectrum vaccines *entity against coronavirus infections .
Based on the unexpected Middle East respiratory syndrome ( MERS ) outbreak in Korea , it was established that the virus can spread easily , MERS exposure in hospitals carries an extreme risk for infection as well as mortality , and the sharing of information was essential for infection control .	Based on the unexpected entity* Middle East respiratory syndrome *entity ( entity* MERS ) *entity outbreak in Korea , it was established that the virus can entity* spread easily *entity , MERS exposure in hospitals carries an extreme entity* risk for infection *entity as well as entity* mortality *entity , and the entity* sharing of information *entity was essential for infection control .
Although the incidence of exogenous infections related to contaminated endoscopes is very low , the majority of published outbreaks have been caused by various shortcomings in reprocessing procedures , including insufficient training or awareness .	Although the incidence of exogenous infections related to contaminated endoscopes is very low , the majority of published entity* outbreaks *entity have been caused by various entity* shortcomings in reprocessing procedures *entity , including entity* insufficient training *entity or entity* awareness *entity .
Ever since the inauguration of " Clinical Endoscopy " as an English - language journal of the Korean Society of Gastrointestinal Endoscopy in 2011 , it has published several articles on disinfection of the endoscope and its accessories .	Ever since the entity* inauguration of " Clinical Endoscopy " *entity as an English - language journal of the Korean Society of Gastrointestinal Endoscopy in 2011 , it has entity* published several articles *entity on entity* disinfection of the endoscope *entity and its accessories .
Many Science Citation Index journals have also emphasized high - level disinfection of the gastrointestinal endoscope .	Many entity* Science Citation Index journals *entity have also emphasized entity* high - level disinfection *entity of the entity* gastrointestinal endoscope *entity .
Many papers have been produced specifically , since the outbreak of carbapenem - resistant Enterobacteriaceae in 2013 .	Many entity* papers have been produced *entity specifically , since the entity* outbreak of carbapenem - resistant Enterobacteriaceae *entity in 2013 .
The recent review papers concluded that quality control is the most important issue among all the aspects of procedural care , including the efficiency of the gastrointestinal endoscopy unit and reprocessing room .	The recent review papers concluded that entity* quality control *entity is the most important issue among all the aspects of entity* procedural care *entity , including the entity* efficiency of the gastrointestinal endoscopy unit *entity and entity* reprocessing room *entity .
Thorough reprocessing of endoscopes using high - level disinfection and sterilization methods may be essential for reducing the risk of infection .	Thorough entity* reprocessing of endoscopes *entity using high - level disinfection and sterilization methods may be essential for entity* reducing the risk of infection *entity .
Abstract We investigated whether the surface - linked liposomal peptide was applicable to a vaccine based on cytotoxic T lymphocytes ( CTLs ) against severe acute respiratory syndrome ( SARS ) coronavirus ( SARS - CoV ) .	Abstract We investigated whether the entity* surface - linked liposomal peptide *entity was applicable to a entity* vaccine *entity based on entity* cytotoxic T lymphocytes ( CTLs ) *entity entity* against severe acute respiratory syndrome *entity ( SARS ) entity* coronavirus *entity ( SARS - CoV ) .
We first identified four HLA - A*0201-restricted CTL epitopes derived from SARS - CoV using HLA - A*0201 transgenic mice and recombinant adenovirus expressing predicted epitopes .	We first entity* identified four HLA - A*0201-restricted CTL epitopes *entity derived from entity* SARS - CoV *entity using HLA - A*0201 transgenic mice and entity* recombinant adenovirus *entity expressing predicted epitopes .
These peptides were coupled to the surface of liposomes , and inoculated into mice .	These entity* peptides were coupled to the surface of liposomes *entity , and entity* inoculated into mice *entity .
Two of the liposomal peptides were effective for peptide - specific CTL induction , and one of them was efficient for the clearance of vaccinia virus expressing epitopes of SARS - CoV , suggesting that the surface - linked liposomal peptide might offer an effective CTL - based vaccine against SARS .	Two of the entity* liposomal peptides *entity were entity* effective for peptide - specific CTL induction *entity , and entity* one of them *entity was efficient for the entity* clearance of vaccinia virus *entity expressing epitopes of SARS - CoV , suggesting that the entity* surface - linked liposomal peptide *entity might offer an effective CTL - based vaccine against SARS .
Abstract Porcine epidemic diarrhea virus ( PEDV ) has caused extensive economic losses to pig producers in many countries .	Abstract entity* Porcine epidemic diarrhea virus *entity ( PEDV ) has caused extensive entity* economic losses *entity to pig producers in many countries .
To assess the properties of various diagnostic assays for the detection of PEDV infection , multiple panels of porcine sera have been shared and tested for the presence of antibodies against PEDV in an inter - laboratory ring trial .	To entity* assess the properties of various diagnostic assays *entity for the entity* detection of PEDV infection *entity , multiple entity* panels of porcine sera *entity have been entity* shared *entity and entity* tested for the presence of antibodies against PEDV *entity in an entity* inter - laboratory ring trial *entity .
Different laboratories have used a variety of “ in house ” ELISAs and also one commercial assay .	Different entity* laboratories *entity have used a variety of entity* “ in house ” ELISAs *entity and also entity* one commercial assay *entity .
The sensitivity and specificity of each assay has been estimated using a Bayesian analysis applied to the ring trial results obtained with the different assays in the absence of a gold standard .	The entity* sensitivity and specificity of each assay *entity has been estimated using a entity* Bayesian analysis *entity applied to the entity* ring trial results *entity obtained with the entity* different assays in the absence of a gold standard *entity .
Although different characteristics were found , it can be concluded that each of the assays used can detect infection of pigs at a herd level by either the early European strains of PEDV or the recently circulating strains ( INDEL and non - INDEL ) .	Although different characteristics were found , it can be concluded that entity* each of the assays *entity used can entity* detect infection of pigs *entity at a herd level by either the entity* early European strains of PEDV *entity or the entity* recently circulating strains ( INDEL and non - INDEL ) *entity .
The results from individual animals , especially when the infection has occurred within an experimental situation , show more variation .	The entity* results *entity from individual animals , especially when the infection has occurred within an experimental situation , entity* show more variation *entity .
Dendritic cells ( DCs ) are key regulators of adaptive T - cell responses .	entity* Dendritic cells *entity ( DCs ) are key entity* regulators of adaptive T - cell responses *entity .
By capturing exogenous antigens and presenting antigen - derived peptides via major histocompatibility complex molecules to naïve T cells , DCs induce antigen - specific immune responses in vivo .	By entity* capturing exogenous antigens *entity and entity* presenting antigen - derived peptides *entity via entity* major histocompatibility complex molecules to naïve T cells *entity , entity* DCs induce antigen - specific immune responses in vivo *entity .
In order to induce effective host immune responses , active delivery of exogenous antigens to DCs is considered important for future vaccine development .	In order to entity* induce effective host immune responses *entity , entity* active delivery of exogenous antigens to DCs *entity is considered important for entity* future vaccine development *entity .
We recently generated bionanocapsules ( BNCs ) consisting of hepatitis B virus surface antigens that mediate stringent in vivo cell targeting and efficient endosomal escape , and after the fusion with liposomes ( LP ) containing therapeutic materials , the BNC - LP complexes deliver them to human liver - derived tissues in vivo .	We recently entity* generated bionanocapsules ( BNCs ) *entity consisting of entity* hepatitis B virus surface antigens *entity that entity* mediate *entity entity* stringent in vivo cell targeting *entity and efficient entity* endosomal escape *entity , and after the entity* fusion with liposomes *entity ( LP ) containing therapeutic materials , the entity* BNC - LP complexes *entity entity* deliver them to human liver - derived tissues *entity in vivo .
BNCs were further modified to present the immunoglobulin G ( IgG ) Fc - interacting domain ( Z domain ) derived from Staphylococcus aureus protein A in tandem .	entity* BNCs were further modified *entity entity* to present the immunoglobulin G ( IgG ) Fc - interacting domain ( Z domain ) *entity entity* derived from Staphylococcus aureus protein A in tandem *entity .
When mixed with IgGs , modified BNCs ( ZZ - BNCs ) displayed the IgG Fv regions outwardly for efficient binding to antigens in an oriented - immobilization manner .	When entity* mixed with IgGs *entity , entity* modified BNCs *entity ( ZZ - BNCs ) displayed the entity* IgG Fv regions *entity outwardly for entity* efficient binding to antigens *entity in an oriented - immobilization manner .
Due to the affinity of the displayed IgGs , the IgG - ZZ - BNC complexes accumulated in specific cells and tissues in vitro and in vivo .	Due to the entity* affinity of the displayed IgGs *entity , the entity* IgG - ZZ - BNC complexes accumulated in specific cells and tissues *entity in vitro and in vivo .
After mixing ZZ - BNCs with antibodies against DCs , we used immunocytochemistry to examine which antibodies delivered ZZ - BNCs to mouse splenic DCs following intravenous injection of the ZZ - BNCs .	After entity* mixing ZZ - BNCs with antibodies against DCs *entity , we used entity* immunocytochemistry *entity to entity* examine which antibodies delivered ZZ - BNCs to mouse splenic DCs *entity following entity* intravenous injection of the ZZ - BNCs *entity .
ZZ - BNCs displaying anti - CD11c monoclonal antibodies ( α - CD11c - ZZ - BNCs ) were found to accumulate with approximately 62 % of splenic DCs , and reside within some of them .	entity* ZZ - BNCs displaying anti - CD11c monoclonal antibodies *entity ( α - CD11c - ZZ - BNCs ) were found to entity* accumulate with approximately 62 % of splenic DCs *entity , and entity* reside within some of them *entity .
After the fusion with liposomes containing antigens , the α - CD11c - ZZ - BNCs could elicit the respective antibodies more efficiently than other nontargeting control vaccines , suggesting that this DC - specific nanocarrier is promising for future vaccines .	After the entity* fusion with liposomes containing antigens *entity , the entity* α - CD11c - ZZ - BNCs *entity could entity* elicit the respective antibodies more efficiently *entity than other nontargeting control vaccines , suggesting that entity* this DC - specific nanocarrier *entity is promising for entity* future vaccines *entity .
Sport training leads to adaptation to physical effort that is reflected by the changes in blood parameters .	entity* Sport training *entity leads to entity* adaptation to physical effort *entity that is reflected by the entity* changes in blood parameters *entity .
In equine endurance athletes , blood testing is accepted as a support in training , however , only the changes before versus after exercise in creatine phosphokinase activity ( CPK ) and basic blood parameters are usually measured .	In equine endurance athletes , entity* blood testing *entity is accepted as a entity* support in training *entity , however , only the changes before versus after entity* exercise in creatine phosphokinase activity *entity ( CPK ) and entity* basic blood parameters *entity are usually measured .
This study is the first longitudinal investigation of the changes in routinely measured blood parameters and , additionally , serum amyloid A ( SAA ) , during seven months , in Arabian horses introduced to endurance training and competing in events for young horses .	This study is the first longitudinal investigation of the changes in routinely measured entity* blood parameters *entity and , additionally , entity* serum amyloid A ( SAA ) *entity , during seven months , in Arabian horses introduced to entity* endurance training *entity and competing in events for young horses .
It has been determined that CPK , aspartate aminotransferase ( AST ) , packed cell volume ( PCV ) , hemoglobin concentration , red blood cell count ( RBC ) , and concentration of total serum protein ( TSP ) slightly increased after training sessions and competitions in similar manner .	It has been determined that entity* CPK *entity , entity* aspartate aminotransferase ( AST ) *entity , entity* packed cell volume ( PCV ) *entity , entity* hemoglobin concentration *entity , entity* red blood cell count ( RBC ) *entity , and concentration of total serum protein ( TSP ) slightly entity* increased after training sessions and competitions *entity in similar manner .
The increase in white blood cell ( WBC ) count was higher after competitions and SAA increased only after competitions .	The entity* increase in white blood cell ( WBC ) count was higher *entity after entity* competitions *entity and entity* SAA increased *entity only after competitions .
Total protein concentration was the only parameter that increased with training during a 7-month program .	entity* Total protein concentration *entity was the only parameter that entity* increased with training *entity during a 7-month program .
SAA indicated only in the case of heavy effort , and , it thus may be helpful in the monitoring of training in young horses .	entity* SAA *entity indicated only in the case of heavy effort , and , it thus may be helpful in the entity* monitoring of training in young horses *entity .
In an optimal program , its concentration should not increase after a training session but only after heavy effort , which should not be repeated too often .	In an entity* optimal program *entity , its entity* concentration should not increase after a training session *entity but only after heavy effort , which should not be repeated too often .
A molecular clone representing 445 base pairs at the 3 ' end of infectious bursal disease virus ( IBDV ) genome segment B was used in a dot blot hybridization assay to detect viral RNA from cell culture and from chicken bursa and spleen tissue specimens .	A entity* molecular clone *entity representing 445 base pairs at the 3 ' end of entity* infectious bursal disease virus ( IBDV ) genome *entity segment B was used in a entity* dot blot hybridization assay *entity to entity* detect viral RNA *entity from entity* cell culture *entity and from entity* chicken bursa and spleen tissue specimens *entity .
The lower detection limit of radiolabeled probes prepared from this clone was 0.1 ng of IBDV double - stranded RNA .	The entity* lower detection limit of radiolabeled probes *entity prepared from this entity* clone *entity was 0.1 ng of IBDV double - stranded RNA .
The cloned nucleotide sequence represents approximately 14 % of the virus - encoded polymerase ( VP-1 ) gene .	The entity* cloned nucleotide sequence *entity entity* represents approximately 14 % of the virus - encoded polymerase *entity ( VP-1 ) gene .
The probe had broad specificity and was used to detect four serotype 1 IBDV strains and one serotype 2 IBDV strain .	The entity* probe *entity had broad specificity and was used entity* to detect four serotype 1 IBDV strains and one serotype 2 IBDV strain *entity .
A rapid procedure for isolation of IBDV genomic RNA from bursa and spleen tissue specimens was developed and used with the dot blot hybridization assay to detect IBDV strains in tissue samples from experimentally infected and commercially reared chickens .	A entity* rapid procedure *entity for entity* isolation of IBDV genomic RNA *entity from entity* bursa and spleen tissue specimens *entity was developed and used with the entity* dot blot hybridization assay *entity entity* to detect IBDV strains *entity in tissue samples from entity* experimentally infected and commercially reared chickens *entity .
CD8(+ ) T cell differentiation is controlled by the transcription factors T - bet and Eomesodermin , in concert with the cytokines IL-2 , IL-10 and IL-12 .	entity* CD8(+ ) T cell differentiation is controlled *entity by the entity* transcription factors T - bet *entity and entity* Eomesodermin *entity , in concert with the entity* cytokines IL-2 , IL-10 and IL-12 *entity .
Among these pathways , the mechanisms by which T - box proteins and IL-10 interact to promote a memory T cell fate remain poorly understood .	Among these pathways , the mechanisms by which entity* T - box proteins and IL-10 interact *entity to entity* promote a memory T cell fate *entity remain poorly understood .
Here , we show that Eomes and IL-10 drive a central memory phenotype in murine CD8(+ ) T cells .	Here , we show that entity* Eomes *entity and entity* IL-10 *entity entity* drive a central memory phenotype in murine CD8(+ ) T cells *entity .
Eomes expression led to increased IL-10 expression by the effector CD8(+ ) T cells themselves as well as an increase in the level of the lymph node homing selectin CD62L.	entity* Eomes expression *entity led to entity* increased IL-10 expression *entity by the effector CD8(+ ) T cells themselves as well as an entity* increase in the level of the lymph node homing selectin CD62L. *entity
Furthermore , exposure of effector CD8(+ ) T cells to IL-10 maintained CD62L expression levels in culture .	Furthermore , entity* exposure of effector CD8(+ ) T cells to IL-10 *entity entity* maintained CD62L expression levels in culture *entity .
Thus , Eomes promotes a step - wise transition of effector T cells towards a memory phenotype , synergizing with IL-10 to enhance the expression of CD62L.	Thus , entity* Eomes *entity entity* promotes a step - wise transition of effector T cells towards a memory phenotype *entity , entity* synergizing with IL-10 *entity to entity* enhance the expression of CD62L. *entity
The early augmentation of lymph node homing markers by Eomes may facilitate the retention of effector T cells in the relatively low inflammatory milieu of the secondary lymphoid organs that promotes central memory development .	The early entity* augmentation of lymph node homing markers *entity by entity* Eomes *entity may entity* facilitate the retention of effector T cells *entity in the relatively low inflammatory milieu of the secondary lymphoid organs that promotes central memory development .
